ticket_id,brand,channel,category,priority,created_at,resolved_at,agent_id,satisfaction_score
T0001594,priceline,social,Booking Change,Low,2024-10-20 16:30:00,2024-10-20 22:21:00,A0042,5
T0002752,Booking.com,email,BOOKING CHANGE,Medium,2025-03-23 18:36:00,2025-03-24 16:03:36,A0025,10
T0004741,agoda,social,Booking Change,High,2025-04-01 00:17:00,2025-04-01 01:33:12,A0024,5
T0003243,agoda,chat,General Query,Low,2025-04-21 22:29:00,2025-04-22 09:08:00,A0052,
T0002150,agoda,social,Cancellation,High,2024-12-05 20:14:00,2024-12-05 22:11:00,A0004,3
T0004987,KAYAK,social,General Query,Urgent,2024-12-13 11:34:00,2024-12-14 00:36:24,A0042,1
T0003810,priceline,social,General Query,Urgent,2024-08-17 06:46:00,2024-08-17 22:07:00,A0029,
T0000945,priceline,phone,Cancellation,Medium,2024-07-17 07:55:00,2024-07-17 21:17:48,A0021,7
T0004389,KAYAK,phone,TECHNICAL ISSUE,Urgent,2024-09-26 20:11:00,2024-09-26 23:57:48,A0049,6
T0004455,priceline,social,Cancellation,High,2025-02-04 08:10:00,2025-02-05 05:13:00,A0024,4
T0001473,agoda,phone,Technical Issue,Medium,2024-09-10 06:26:00,2024-09-10 09:17:00,A0034,8
T0000294,KAYAK,chat,Billing,Low,2025-03-03 00:21:00,2025-03-03 17:56:24,A0003,
T0000532,Booking.com,email,Technical Issue,Urgent,2025-05-14 20:06:00,2025-05-15 16:19:12,A0025,3
T0004118,agoda,social,Billing,Low,2024-12-12 04:41:00,2024-12-12 11:12:12,A0052,5
T0003235,priceline,social,Technical Issue,Medium,2024-11-12 02:58:00,,A0057,
T0000586,agoda,phone,General Query,Low,2024-12-17 13:19:00,2024-12-17 19:30:24,A0032,
T0001852,agoda,social,Booking Change,Low,2025-03-24 04:28:00,2025-03-24 11:46:36,A0058,5
T0004202,priceline,email,Booking Change,High,2025-03-15 19:47:00,2025-03-16 11:18:12,A0041,5
T0003115,Booking.com,chat,Technical Issue ,Urgent,2024-10-10 00:37:00,2024-10-10 05:34:00,A0006,5
T0003193,priceline,chat,Billing,Low,07/12/2024 04:13,2024-12-07 15:50:12,A0047,3
T0000888,Booking.com,phone,Billing,Low,2024-10-31 11:56:00,2024-10-31 18:33:48,A0023,5
T0003011,priceline,email,Technical Issue,High,2024-08-17 15:23:00,,A0025,
T0003376,Booking.com,email,Booking Change,Low,2025-03-05 16:24:00,2025-03-05 18:40:12,A0054,5
T0002481,priceline,chat,BOOKING CHANGE,Low,2024-12-29 15:25:00,2024-12-29 18:47:48,A0018,4
T0000375,Booking.com,chat,Booking Change,Medium,2024-11-10 06:29:00,2024-11-10 09:21:48,A0020,3
T0002429,KAYAK,CHAT,Technical Issue,Medium,2025-04-01 12:18:00,2025-04-01 20:00:00,A0002,
T0001413,KAYAK,social,General Query,High,19/12/2024 01:36,2024-12-19 04:04:12,A0051,2
T0000948,priceline,chat,Technical Issue,Urgent,29/06/2024 06:56,2024-06-29 18:47:00,A0018,10
T0001569,priceline,chat,Cancellation,High,2024-06-25 09:41:00,2024-06-25 18:24:12,A0035,4
T0000544,priceline,CHAT,Booking Change,Medium,2025-03-23 21:40:00,2025-03-24 10:22:00,A0055,5
T0004322,agoda,email,General Query,High,2024-11-05 12:25:00,2024-11-05 13:37:00,A0001,1
T0001352,priceline,social,Cancellation ,High,28/03/2025 15:19,2025-03-28 20:47:48,A0050,
T0000997,KAYAK,phone,Booking Change,Low,2025-05-24 14:09:00,2025-05-25 10:20:24,A0046,
T0002051,priceline,phone,cancellation,Medium,2024-10-03 21:29:00,2024-10-04 06:48:48,A0005,4
T0004720,agoda,social,Booking Change,Low,2024-07-29 07:40:00,2024-07-29 08:51:24,A0034,1
T0001429,KAYAK,social,Technical Issue ,Medium,2025-01-07 03:02:00,2025-01-07 04:34:24,A0054,2
T0001893,KAYAK,social,Cancellation,High,2025-04-30 13:16:00,2025-04-30 15:58:00,,4
T0002132,agoda,phone,Booking Change,High,2024-08-09 19:56:00,2024-08-10 04:03:12,A0010,
T0002646,agoda,social,Booking Change,Urgent,2024-10-16 15:20:00,2024-10-16 21:00:12,A0019,1
T0003916,Booking.com,Email,General Query,Low,2024-07-24 04:58:00,2024-07-24 08:16:00,A0008,
T0003226,priceline,chat,General Query,High,2025-04-12 15:36:00,,A0034,
T0002146,priceline,social,General Query,Medium,2024-06-12 23:30:00,2024-06-13 02:08:24,A0039,3
T0002008,KAYAK,phone,Cancellation,High,2024-08-29 18:36:00,2024-08-29 21:30:00,A0044,3
T0004207,agoda,email,General Query,High,2024-11-02 16:08:00,2024-11-02 18:33:48,A0007,3
T0002487,KAYAK,email,General Query ,High,2024-12-29 08:28:00,,A0012,
T0003738,Booking.com,chat,Booking Change,Urgent,2024-07-18 14:29:00,2024-07-18 21:47:36,A0048,4
T0002665,KAYAK,social,GENERAL QUERY,High,2024-08-13 06:36:00,2024-08-14 01:48:00,A0046,1
T0002855,agoda,chat,General Query,Medium,2025-04-12 23:44:00,2025-04-13 03:40:24,A0014,
T0002133,Booking.com,phone,Billing,Urgent,2025-05-01 23:43:00,2025-05-02 14:14:48,A0030,
T0000118,KAYAK,email,Booking Change,Urgent,2025-04-08 01:20:00,2025-04-08 08:22:24,A0031,2
T0003867,agoda,social,Billing,High,2024-12-08 14:48:00,,A0002,
T0004815,priceline,email,Billing,High,01/07/2024 01:59,2024-07-01 07:18:12,A0058,1
T0003998,agoda,social,Booking Change,Medium,2025-05-03 09:40:00,2025-05-03 11:20:48,A0004,2
T0004037,priceline,chat,Cancellation,High,2024-12-15 09:21:00,2024-12-15 17:29:24,A0013,4
T0002726,KAYAK,chat,Billing,Medium,27/05/2025 12:38,2025-05-27 14:38:36,A0040,5
T0003643,priceline,email,Cancellation,Urgent,2024-11-21 15:45:00,2024-11-22 05:09:00,A0013,1
T0001238,agoda,Email,Technical Issue,Urgent,27/11/2024 00:29,2024-11-27 06:29:00,A0058,3
T0002965,agoda,phone,Technical Issue,Low,2025-04-29 00:55:00,,A0014,
T0002848,Booking.com,social,General Query ,Urgent,13/02/2025 01:25,,A0004,
T0000300,KAYAK,e-mail,General Query,High,24/09/2024 03:54,2024-09-24 07:33:36,A0012,2
T0001296,agoda,social,General Query,Low,2024-08-31 17:29:00,2024-08-31 19:55:24,A0003,2
T0004044,priceline,email,Billing,Urgent,2024-07-13 20:09:00,2024-07-13 21:31:48,A0021,5
T0004895,agoda,SOCIAL,Cancellation ,High,2025-01-15 19:50:00,2025-01-15 20:55:24,,2
T0000811,KAYAK,email,Cancellation,Low,2024-11-16 19:53:00,2024-11-17 06:29:36,A0056,2
T0000639,agoda,email,Cancellation,Low,05/07/2024 05:42,2024-07-05 09:44:24,A0007,
T0000759,Booking.com,phone,booking change,Medium,13/11/2024 11:48,2024-11-14 09:48:36,A0009,2
T0004157,agoda,phone,BOOKING CHANGE,Medium,2024-10-20 07:01:00,2024-10-20 09:53:12,A0038,1
T0004256,agoda,Email,TECHNICAL ISSUE,Medium,2025-04-22 04:01:00,,A0025,
T0002996,KAYAK,email,General Query,Urgent,2025-02-08 01:29:00,2025-02-08 08:07:24,A0051,
T0003020,priceline,phone,BILLING,High,13/06/2024 14:20,2024-06-13 17:06:48,A0004,
T0004148,Booking.com,email,Cancellation,Medium,2025-01-28 09:06:00,2025-01-28 14:19:48,A0024,3
T0002315,priceline,chat,Cancellation,Low,16/09/2024 11:28,2024-09-16 14:25:36,A0059,1
T0004088,KAYAK,social,Booking Change ,Urgent,2024-07-04 13:12:00,2024-07-05 01:01:12,A0024,
T0002693,Booking.com,email,general query,High,2024-08-01 06:51:00,,A0023,
T0001384,priceline,phone,general query,Medium,2025-03-30 23:46:00,,A0059,
T0000517,priceline,social,General Query,High,2024-11-03 17:46:00,2024-11-04 14:36:24,A0042,2
T0000791,priceline,e-mail,Booking Change,Urgent,2024-12-20 15:21:00,2024-12-21 11:56:24,A0040,1
T0001518,KAYAK,chat,General Query,Low,2024-06-08 12:50:00,2024-06-08 14:48:48,A0016,1
T0001306,priceline,phone,General Query,Medium,2024-06-17 11:35:00,2024-06-17 17:27:48,A0010,5
T0003974,priceline,chat,Cancellation,Medium,2024-11-16 16:53:00,2024-11-16 20:45:48,A0022,3
T0000419,agoda,chat,general query,Urgent,2025-04-26 13:24:00,2025-04-26 14:26:24,A0054,
T0002505,priceline,social,Booking Change,Urgent,2024-08-17 17:45:00,2024-08-18 02:09:36,A0017,1
T0002984,KAYAK,email,Billing,High,07/10/2024 02:34,2024-10-07 02:53:12,A0054,5
T0001927,Booking.com,phone,Billing,High,2025-01-28 13:15:00,2025-01-28 16:03:00,A0017,5
T0003161,priceline,email,Billing,High,2024-10-19 12:16:00,2024-10-19 18:39:24,A0001,
T0004253,agoda,PHONE,TECHNICAL ISSUE,Urgent,2024-08-30 10:25:00,2024-08-30 16:58:36,A0003,1
T0000879,KAYAK,chat,Billing,Medium,2025-04-11 02:27:00,2025-04-11 20:15:36,A0049,4
T0002415,priceline,phone,Technical Issue,Medium,18/06/2024 19:57,2024-06-18 23:54:00,A0052,3
T0004250,KAYAK,chat,Technical Issue,High,2025-02-21 05:22:00,2025-02-21 11:55:36,A0014,2
T0001400,KAYAK,social,Booking Change,High,2025-05-12 09:07:00,2025-05-13 04:27:24,A0012,
T0003917,KAYAK,phone,Booking Change,Urgent,18/09/2024 07:38,2024-09-18 11:06:48,A0039,9
T0004966,agoda,email,billing,Medium,01/06/2024 21:39,2024-06-02 02:03:00,A0036,3
T0003962,priceline,CHAT,Cancellation,Urgent,2024-09-02 02:04:00,2024-09-02 02:50:12,A0023,4
T0003022,KAYAK,Email,Billing,Urgent,2024-06-24 13:22:00,2024-06-24 13:59:12,A0013,
T0000315,priceline,SOCIAL,Technical Issue,Low,2024-07-07 09:48:00,,A0029,
T0002167,Booking.com,CHAT,Bill,Low,2024-10-03 13:39:00,2024-10-03 20:23:24,A0037,
T0000056,KAYAK,phone,General Query ,High,2024-08-28 07:08:00,2024-08-28 15:05:00,A0048,1
T0001298,KAYAK,phone,Booking Change,Urgent,2025-03-25 17:59:00,2025-03-25 18:25:24,A0044,7
T0000047,KAYAK,e-mail,general query,Low,2025-04-09 05:57:00,2025-04-09 10:28:12,A0046,3
T0004200,priceline,chat,TECHNICAL ISSUE,Urgent,2025-01-11 12:08:00,2025-01-11 14:32:00,A0002,3
T0002351,KAYAK,email,Billing,Urgent,2025-05-11 11:23:00,,A0029,
T0004509,KAYAK,social,Booking Change,High,2024-08-07 05:55:00,,A0017,
T0004853,priceline,social,General Query,Low,20/12/2024 17:14,2024-12-20 18:56:00,A0042,8
T0000718,priceline,phone,Cancellation,Urgent,2024-11-08 21:54:00,2024-11-10 02:56:24,A0009,
T0000635,agoda,social,cancellation,High,2025-01-29 19:26:00,2025-01-29 23:14:00,A0009,
T0002537,priceline,phone,Booking Change,High,2025-01-06 01:21:00,2025-01-06 01:56:24,A0046,9
T0001209,priceline,SOCIAL,Technical Issue,High,2025-03-01 15:59:00,2025-03-02 05:32:36,A0007,
T0001121,agoda,social,Technical Issue,Urgent,2024-08-24 04:50:00,2024-08-24 06:33:48,A0049,5
T0001063,priceline,Email,Billing,High,2024-12-23 05:31:00,2024-12-23 14:57:24,A0012,2
T0003275,KAYAK,email,General Query,Medium,2024-09-02 12:30:00,,A0048,
T0003778,priceline,social,BILLING,Urgent,2025-01-07 10:21:00,2025-01-07 10:41:24,A0050,
T0002483,Booking.com,phone,Technical Issue,Low,15/12/2024 21:01,,A0043,
T0004471,KAYAK,phone,booking change,High,2024-10-15 03:12:00,2024-10-15 05:05:24,A0008,
T0004019,Booking.com,chat,billing,Medium,2025-05-07 21:31:00,2025-05-08 05:37:00,A0048,2
T0000261,priceline,email,Technical Issue,Low,2025-01-14 08:18:00,2025-01-14 17:09:36,A0004,5
T0004949,Booking.com,email,General Query,High,2025-05-07 14:16:00,,A0045,
T0001196,priceline,phone,Technical Issue,Medium,09/04/2025 11:59,2025-04-09 17:51:12,A0011,3
T0002020,priceline,phone,Billing,Urgent,2024-11-22 14:42:00,2024-11-22 18:34:48,A0006,5
T0004638,KAYAK,PHONE,BOOKING CHANGE,Low,2025-02-05 14:34:00,2025-02-06 10:55:00,A0059,3
T0002846,agoda,email,cancellation,Low,03/06/2024 06:26,2024-06-03 10:21:48,A0021,
T0004924,Booking.com,phone,CANCELLATION,High,2025-05-04 03:15:00,2025-05-04 19:52:12,A0018,
T0000843,Booking.com,phone,Billing,High,2024-09-25 08:47:00,,A0020,
T0004208,priceline,phone,Cancellation,Urgent,15/06/2024 17:55,,A0041,
T0003661,Booking.com,chat,Booking Change,Urgent,2025-05-29 13:34:00,2025-05-29 22:29:12,A0012,
T0001044,Booking.com,email,General Query,High,2024-07-20 10:11:00,2024-07-20 16:23:00,A0047,5
T0003292,KAYAK,chat,Cancellation,Urgent,2025-05-07 07:36:00,2025-05-07 10:40:48,A0023,
T0003261,Booking.com,social,Cancellation,High,2024-07-16 15:00:00,2024-07-16 15:21:00,A0033,
T0004841,agoda,email,Booking Change,Medium,12/10/2024 00:37,2024-10-12 18:57:24,A0027,
T0004452,agoda,email,Billing,High,2024-11-17 07:55:00,2024-11-17 08:22:36,A0019,
T0004690,priceline,email,billing,Urgent,12/04/2025 23:10,2025-04-13 00:26:48,A0005,4
T0003006,Booking.com,social,Cancellation,Urgent,07/09/2024 12:47,2024-09-07 16:02:00,A0016,1
T0001795,priceline,social,Cancellation,Medium,2025-04-11 16:49:00,2025-04-11 18:36:24,A0027,
T0003598,Booking.com,phone,TECHNICAL ISSUE,Urgent,2025-01-01 12:26:00,2025-01-01 14:27:48,A0006,5
T0002578,priceline,phone,cancellation,Low,2024-08-11 04:24:00,2024-08-09 13:24:00,A0026,2
T0001501,Booking.com,phone,Booking Change,High,18/06/2024 14:35,2024-06-19 07:57:12,A0020,
T0000228,priceline,phone,Billing,Urgent,2024-06-30 18:11:00,2024-07-01 00:40:24,A0055,
T0003412,priceline,phone,Technical Issue,Low,2024-06-09 04:49:00,2024-06-09 12:24:24,A0021,
T0004052,priceline,chat,Booking Change,Low,2025-01-20 07:10:00,,A0053,
T0002926,Booking.com,email,Billing,High,2024-07-03 05:40:00,2024-07-03 07:52:36,A0052,7
T0000151,Booking.com,phone,GENERAL QUERY,Urgent,2025-02-22 07:43:00,2025-02-22 09:15:24,A0018,2
T0003242,KAYAK,social,BOOKING CHANGE,Low,2024-10-29 08:13:00,2024-10-29 14:39:24,A0033,4
T0000968,KAYAK,email,Technical Issue ,Medium,2025-02-25 11:46:00,2025-02-25 12:08:12,A0039,
T0003324,Booking.com,phone,Billing,Medium,2024-11-13 15:34:00,,A0044,
T0002982,Booking.com,email,Technical Issue,Urgent,28/09/2024 19:06,2024-09-29 04:44:24,A0017,
T0003221,priceline,chat,Technical Issue,Urgent,2024-06-26 12:27:00,2024-06-26 18:28:12,A0031,2
T0004447,agoda,social,Bill,Medium,2025-01-12 18:03:00,2025-01-13 10:12:36,A0003,5
T0002661,KAYAK,email,Cancellation,High,28/07/2024 06:21,2024-07-28 06:49:48,A0001,4
T0001813,agoda,email,billing,Urgent,2025-05-03 21:49:00,,A0027,
T0003982,KAYAK,chat,General Query,Urgent,2024-09-05 15:43:00,2024-09-05 19:55:36,A0036,5
T0000633,Booking.com,phone,Technical Issue,Urgent,2025-02-20 00:50:00,2025-02-20 05:30:48,A0016,
T0004781,agoda,social,Billing,Urgent,14/05/2025 04:30,2025-05-14 05:13:12,A0014,3
T0003748,KAYAK,email,Booking Change,Low,2024-08-30 12:11:00,,A0047,
T0000143,KAYAK,social,Billing,High,2024-08-24 00:40:00,2024-08-24 05:13:36,A0026,
T0003463,Booking.com,email,Cancellation,Low,2024-07-26 12:50:00,,A0019,
T0001641,priceline,chat,Cancellation,Urgent,2024-07-25 15:26:00,2024-07-25 17:40:24,A0002,2
T0002768,agoda,email,General Query ,High,2024-11-09 07:21:00,,A0054,
T0000236,priceline,phone,Technical Issue,Medium,2024-10-06 12:51:00,2024-10-06 19:15:36,A0024,2
T0004449,Booking.com,social,Cancellation,Medium,2024-12-09 07:39:00,2024-12-10 12:34:48,A0016,
T0001263,Booking.com,phone,Cancellation ,High,07/01/2025 11:16,2025-01-07 16:16:36,A0014,5
T0000957,Booking.com,email,booking change,Low,2025-04-02 00:37:00,2025-04-02 19:50:48,A0003,1
T0001645,Booking.com,chat,Cancellation,Urgent,2025-05-28 07:55:00,,A0060,
T0002430,priceline,email,billing,Urgent,2025-01-02 18:03:00,2025-01-03 03:34:48,A0002,
T0003135,KAYAK,phone,Billing,Urgent,2025-01-18 20:28:00,2025-01-19 03:37:36,A0032,
T0001475,Booking.com,email,Billing,Low,2025-04-19 21:07:00,2025-04-20 02:31:00,A0045,3
T0001308,KAYAK,email,Bill,Low,2024-08-22 11:21:00,2024-08-22 12:19:48,A0009,3
T0001440,KAYAK,email,Cancellation,Medium,2024-10-28 17:16:00,2024-10-28 19:32:12,A0056,7
T0003159,KAYAK,chat,General Query,Medium,2025-02-05 10:39:00,2025-02-05 15:11:24,A0025,
T0002704,KAYAK,social,Billing,Medium,2025-01-10 19:01:00,2025-01-11 09:18:24,A0044,
T0003210,agoda,chat,Technical Issue,Medium,2025-03-31 07:52:00,,A0012,
T0003125,agoda,phone,Technical Issue,Urgent,10/11/2024 09:59,2024-11-11 10:36:12,A0027,
T0001451,Booking.com,phone,Cancellation,Urgent,2025-02-07 06:33:00,,A0022,
T0002168,KAYAK,email,Cancellation,Medium,2024-12-11 01:00:00,2024-12-11 10:40:48,A0053,4
T0001770,KAYAK,SOCIAL,CANCELLATION,Low,2024-12-03 01:01:00,2024-12-03 05:34:00,A0038,8
T0000650,KAYAK,chat,BOOKING CHANGE,Medium,2024-08-07 03:25:00,2024-08-07 10:28:36,A0012,1
T0002782,priceline,phone,Technical Issue,Medium,2025-03-08 02:52:00,2025-03-08 04:18:24,A0047,
T0000136,agoda,social,booking change,Medium,2025-02-23 07:45:00,2025-02-23 15:17:24,A0038,
T0001443,Booking.com,Email,general query,Low,2025-04-09 16:12:00,,A0029,
T0001398,KAYAK,phone,Technical Issue,Urgent,06/02/2025 00:39,2025-02-06 07:52:12,A0036,1
T0004314,Booking.com,PHONE,TECHNICAL ISSUE,Medium,2025-03-07 13:55:00,2025-03-07 14:52:00,A0055,4
T0003327,KAYAK,social,Cancellation,High,2025-01-24 19:17:00,2025-01-25 00:02:36,A0047,
T0004448,Booking.com,phone,Booking Change,Urgent,2024-11-21 01:42:00,2024-11-21 04:34:48,A0055,
T0002722,KAYAK,chat,BOOKING CHANGE,Medium,09/12/2024 15:18,2024-12-10 00:47:24,A0043,2
T0001334,Booking.com,email,Cancellation,Urgent,2025-04-06 22:49:00,2025-04-07 03:10:00,,5
T0003479,priceline,social,General Query,Low,2024-12-31 02:00:00,2024-12-31 08:34:48,A0054,5
T0003696,Booking.com,social,Technical Issue,Urgent,2025-05-03 12:00:00,2025-05-03 18:57:00,A0058,8
T0000631,priceline,phone,general query,Urgent,11/05/2025 15:14,2025-05-12 18:20:36,A0048,10
T0002834,agoda,social,Technical Issue ,Urgent,31/07/2024 13:58,2024-07-31 20:33:24,A0056,8
T0002564,Booking.com,email,Booking Change ,Medium,12/06/2024 20:04,2024-06-12 21:02:48,A0003,6
T0001623,KAYAK,Email,CANCELLATION,Medium,2025-01-17 19:16:00,2025-01-17 20:36:24,A0015,1
T0003350,KAYAK,Email,technical issue,Low,2024-10-25 06:07:00,2024-10-25 22:44:12,A0014,2
T0003746,Booking.com,Email,TECHNICAL ISSUE,High,2024-07-10 09:48:00,2024-07-10 10:17:24,A0015,9
T0001517,agoda,email,Technical Issue,Urgent,2025-01-01 09:21:00,2025-01-01 13:58:12,A0003,2
T0003929,Booking.com,social,CANCELLATION,Medium,2025-04-14 05:12:00,2025-04-15 04:16:48,A0038,4
T0002804,agoda,email,Cancellation,High,2025-04-13 11:40:00,2025-04-14 00:14:48,A0027,
T0003911,agoda,email,Technical Issue,Low,21/03/2025 10:59,2025-03-22 06:39:12,A0003,3
T0000666,Booking.com,email,Cancellation,Medium,2024-12-16 09:49:00,2024-12-16 11:57:24,A0032,2
T0003762,priceline,chat,Booking Change,High,2024-10-19 09:54:00,2024-10-19 12:03:36,A0007,
T0001741,priceline,social,General Query,High,18/07/2024 12:45,,A0036,
T0002536,KAYAK,chat,Booking Change,High,2024-08-27 01:23:00,2024-08-27 06:06:48,A0055,
T0001310,agoda,social,Cancellation,Low,11/09/2024 04:15,2024-09-11 06:33:00,A0023,3
T0003216,agoda,social,Cancellation,Urgent,2024-09-25 10:23:00,2024-09-25 18:39:12,A0029,
T0002921,agoda,PHONE,General Query,High,2024-06-18 20:22:00,2024-06-18 21:44:48,A0060,2
T0004222,agoda,social,General Query,Low,2024-12-31 18:07:00,2024-12-31 22:41:12,A0034,
T0000869,agoda,chat,Booking Change ,Urgent,2025-05-21 22:33:00,,A0003,
T0000826,priceline,social,Cancellation,Medium,2025-01-30 04:12:00,2025-01-30 11:43:48,A0032,
T0003448,priceline,social,technical issue,Low,2025-01-02 11:22:00,,A0006,
T0002801,KAYAK,social,Billing,Medium,09/10/2024 22:30,2024-10-10 22:55:48,A0040,4
T0003639,Booking.com,social,Cancellation,Low,2024-09-21 17:57:00,,A0008,
T0004817,agoda,social,Technical Issue,Urgent,2025-05-17 06:29:00,2025-05-17 21:52:24,A0043,1
T0000804,KAYAK,email,billing,High,2025-05-04 13:46:00,2025-05-05 06:50:12,A0017,4
T0004955,agoda,phone,CANCELLATION,Low,14/05/2025 17:52,2025-05-14 20:46:36,A0048,
T0001889,Booking.com,email,BILLING,Medium,2025-02-18 16:15:00,2025-02-19 21:46:48,A0006,
T0000553,priceline,email,Cancellation,Urgent,2024-11-02 13:51:00,2024-11-02 23:57:36,A0011,
T0002686,priceline,phone,Technical Issue,Urgent,28/02/2025 02:54,2025-02-28 03:45:36,A0003,9
T0000537,KAYAK,social,billing,Urgent,2025-01-11 11:53:00,,A0021,
T0004792,KAYAK,chat,Booking Change,Medium,2024-06-20 01:56:00,2024-06-20 04:09:12,A0002,5
T0004262,Booking.com,email,Technical Issue,Medium,2025-02-16 21:32:00,2025-02-17 04:12:48,A0024,2
T0004594,KAYAK,phone,Booking Change,Urgent,2024-07-30 17:01:00,2024-08-01 04:13:36,A0048,2
T0001906,Booking.com,social,Technical Issue ,Medium,2025-05-15 13:22:00,,A0016,
T0001018,Booking.com,email,Technical Issue,Urgent,2024-10-29 10:27:00,2024-10-29 14:24:00,A0043,
T0001434,KAYAK,email,GENERAL QUERY,Medium,2024-08-22 11:52:00,2024-08-22 18:05:48,A0028,1
T0004104,agoda,chat,cancellation,High,2024-11-30 04:38:00,2024-12-01 01:35:00,A0018,4
T0003945,priceline,phone,technical issue,Urgent,2025-02-24 13:24:00,2025-02-25 01:19:12,A0049,
T0000661,agoda,chat,Booking Change,Medium,2024-07-19 09:08:00,2024-07-20 06:11:00,A0020,
T0004387,agoda,e-mail,Technical Issue,High,2024-08-08 14:25:00,2024-08-09 02:40:00,A0019,5
T0001183,KAYAK,email,GENERAL QUERY,High,2025-05-31 12:15:00,,A0016,
T0001217,priceline,phone,General Query,Medium,2025-05-13 18:43:00,2025-05-14 03:14:12,A0059,4
T0004887,priceline,phone,TECHNICAL ISSUE,Urgent,2024-10-21 06:22:00,2024-10-21 09:32:12,A0011,8
T0002623,priceline,social,Booking Change,Medium,08/05/2025 11:04,2025-05-08 17:09:24,A0045,
T0001965,priceline,CHAT,CANCELLATION,Medium,2024-09-16 14:39:00,2024-09-17 00:45:36,A0001,
T0003501,KAYAK,social,General Query,Medium,2024-11-29 17:29:00,2024-11-29 18:39:48,A0041,
T0004352,agoda,email,Technical Issue,Low,2025-03-15 10:49:00,2025-03-15 13:11:12,A0051,4
T0003353,priceline,social,General Query,High,2025-02-26 07:43:00,2025-02-26 11:59:12,A0033,2
T0000868,Booking.com,social,Booking Change ,Medium,2024-11-22 22:43:00,2024-11-22 23:19:36,A0014,5
T0000024,Booking.com,Email,billing,Low,2024-11-06 06:22:00,2024-11-06 09:50:12,A0026,2
T0001483,priceline,email,CANCELLATION,High,2025-05-31 00:58:00,2025-05-31 01:39:24,A0037,3
T0004615,Booking.com,social,Billing,High,2025-04-04 01:39:00,2025-04-05 00:36:00,A0038,
T0004327,agoda,email,Booking Change,Urgent,2024-08-22 11:24:00,2024-08-22 21:27:00,A0051,
T0001082,Booking.com,chat,Booking Change,Urgent,2024-08-14 22:34:00,2024-08-15 04:40:00,A0047,7
T0002542,priceline,CHAT,Booking Change ,Low,11/08/2024 22:26,,A0036,
T0002779,priceline,phone,cancellation,High,2025-01-06 16:08:00,2025-01-07 00:51:12,A0010,
T0002299,KAYAK,PHONE,Cancellation,High,16/12/2024 04:08,2024-12-16 10:08:36,A0038,3
T0003848,agoda,email,Technical Issue,High,2024-07-09 19:37:00,2024-07-09 21:37:36,A0058,
T0001149,Booking.com,email,BOOKING CHANGE,Urgent,2024-06-11 12:04:00,2024-06-12 03:56:12,A0051,4
T0001947,KAYAK,phone,Cancellation,Medium,2024-08-18 13:27:00,,A0042,
T0001004,Booking.com,phone,Booking Change,Urgent,2025-03-21 05:26:00,2025-03-22 01:21:48,A0024,1
T0004818,priceline,chat,Booking Change,High,26/06/2024 07:10,2024-06-26 07:51:24,A0053,1
T0004416,Booking.com,email,cancellation,Low,2025-02-26 13:12:00,2025-02-27 04:04:48,A0018,
T0004266,KAYAK,phone,General Query,Medium,2024-08-01 03:18:00,2024-08-02 01:23:24,A0057,4
T0003042,priceline,social,technical issue,Urgent,2024-07-26 03:29:00,2024-07-26 04:09:12,A0039,2
T0002381,agoda,e-mail,TECHNICAL ISSUE,Urgent,2024-10-30 16:37:00,2024-10-30 21:26:48,A0003,3
T0004213,Booking.com,email,Billing,Medium,30/10/2024 17:21,2024-10-30 19:00:00,A0042,8
T0003260,agoda,social,General Query ,Urgent,2024-08-30 17:51:00,2024-08-30 19:52:48,A0021,4
T0004093,Booking.com,social,CANCELLATION,Medium,23/06/2024 13:50,2024-06-23 19:52:24,A0006,2
T0003845,agoda,social,Technical Issue,High,2025-02-21 12:05:00,,A0042,
T0001805,agoda,email,Technical Issue,Low,2024-10-03 22:37:00,2024-10-04 08:27:24,A0048,1
T0001108,agoda,e-mail,Billing,High,2025-01-19 14:25:00,,A0011,
T0001632,Booking.com,phone,Cancellation,Urgent,2024-11-29 22:08:00,,A0026,
T0004665,Booking.com,phone,Cancellation,Low,2024-07-23 07:24:00,2024-07-23 15:29:24,A0012,
T0000944,KAYAK,phone,Cancellation,Medium,2024-12-06 07:58:00,2024-12-06 10:14:12,A0010,2
T0004651,Booking.com,social,Technical Issue,High,2024-11-06 07:04:00,2024-11-06 09:40:00,A0021,
T0003116,agoda,phone,TECHNICAL ISSUE,Low,2024-11-15 09:33:00,2024-11-15 19:11:24,A0005,
T0001226,agoda,social,Booking Change,High,22/06/2024 06:42,,A0041,
T0001860,priceline,e-mail,Cancellation,Urgent,2024-12-28 22:20:00,2024-12-30 16:02:00,A0040,1
T0003486,priceline,social,Booking Change,High,2024-12-10 23:45:00,2024-12-11 08:01:12,A0019,3
T0003247,priceline,chat,Booking Change,Medium,2025-03-19 22:07:00,2025-03-20 00:14:48,A0050,
T0003165,KAYAK,chat,Technical Issue,Urgent,2025-03-04 00:51:00,2025-03-04 07:52:12,A0057,
T0000784,priceline,phone,General Query,Low,14/07/2024 07:13,2024-07-14 13:25:36,A0011,2
T0001015,priceline,social,CANCELLATION,Low,2024-12-18 22:57:00,,A0047,
T0000805,Booking.com,social,Cancellation,High,2025-04-11 12:21:00,2025-04-11 13:12:36,A0043,2
T0002759,agoda,social,Billing ,Medium,2024-06-03 14:57:00,2024-06-03 22:36:36,A0022,
